section,title,practice_areas_pipe,priority,official_url
2915.13,Veteran's organization or fraternal organization authorized to conduct bingo session,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2915.13
2915.14,Illegal electronic instant bingo conduct,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2915.14
2915.15,"Approval, inspection, removal from service of electronic instant bingo system",Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2915.15
2917.01,Inciting to violence,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.01
2917.02,Aggravated riot,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.02
2917.03,Riot,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.03
2917.031,Required proof for offenses of riot and aggravated riot,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.031
2917.04,Failure to disperse,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.04
2917.05,Use of force to suppress riot or in protecting persons or property during riot,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.05
2917.11,Disorderly conduct,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.11
2917.12,Disturbing a lawful meeting,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.12
2917.13,Misconduct at emergency,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.13
2917.14,Unlawfully impeding public passage of an emergency service responder,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.14
2917.21,Telecommunications harassment,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.21
2917.211,Dissemination of image of another person,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.211
2917.31,Inducing panic,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.31
2917.32,Making false alarms,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.32
2917.321,Swatting,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.321
2917.33,Unlawful possession or use of a hoax weapon of mass destruction,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.33
2917.40,Safety at live entertainment performances,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.40
2917.41,Misconduct involving public transportation system,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.41
2917.46,Unauthorized use of a block parent symbol,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.46
2917.47,Improperly handling infectious agents,Criminal Defense,P1,https://codes.ohio.gov/ohio-revised-code/section-2917.47
2919.01,Bigamy,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.01
2919.10,Abortion related to finding of down syndrome,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.10
2919.101,Abortion report,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.101
2919.11,Abortion defined,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.11
2919.12,Unlawful abortion,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.12
2919.121,Unlawful abortion upon minor,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.121
2919.122,Application of unlawful abortion on a minor law,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.122
2919.123,Unlawful distribution of an abortion-inducing drug,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.123
2919.124,Unlawful performance of a drug-induced abortion,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.124
2919.13,Abortion manslaughter; failure to render medical care to an infant born alive; civil action,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.13
2919.14,Abortion trafficking,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.14
2919.15,Dismemberment abortion,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.15
2919.151,Partial birth feticide,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.151
2919.16,Post-viability abortion definitions,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.16
2919.17,Terminating or attempting to terminate human pregnancy after viability,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.17
2919.171,Physician's report to department on attempted or completed abortions,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.171
2919.18,Failure to perform viability testing,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.18
2919.19,Definitions for ORC sections 2919.191 to 2919.199,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.19
2919.191,Applicability,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.191
2919.1912,Forfeiture for violations,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.1912
2919.1913,Human Rights and Heartbeat Protection Act,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.1913
2919.192,Determination of presence of fetal heartbeat,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.192
2919.193,Determination of detectable fetal heartbeat; penalties,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.193
2919.194,Procedures after detection of fetal heartbeat,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.194
2919.195,Performance of abortion after detection of fetal heartbeat; penalty,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.195
2919.196,Documentation of reasons for abortion,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.196
2919.197,Contraceptives,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.197
2919.198,Immunity of pregnant woman,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.198
2919.199,Civil action for wrongful death of unborn child,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.199
2919.20,Definitions,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.20
2919.201,Abortion after gestational age of 20 weeks,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.201
2919.202,Report by physician,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.202
2919.203,Determination of gestational age; violation,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.203
2919.204,Ohio pain-capable unborn child protection act litigation fund,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.204
2919.205,Construction of laws,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.205
2919.21,Nonsupport or contributing to nonsupport of dependents,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.21
2919.22,Endangering children,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.22
2919.222,Parental education neglect,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.222
2919.223,Child and family child care facilities - definitions,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.223
2919.224,Misrepresentation relating to provision of child care,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.224
2919.225,Disclosure and notice regarding death or injury of child in facility,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.225
2919.226,Child care disclosure form - immunity from prosecution,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.226
2919.227,Information to be provided to prospective users - notice of death of child,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.227
2919.23,Interference with custody,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.23
2919.231,Interfering with action to issue or modify support order,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.231
2919.24,Contributing to unruliness or delinquency of a child,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.24
2919.25,Domestic violence,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.25
2919.251,Bail in certain domestic violence cases,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.251
2919.26,Motion for and hearing on protection order,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.26
2919.27,Violating protection order,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.27
2919.271,Evaluation of mental condition of defendant,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.271
2919.272,Protection order issued by court of another state,Criminal Defense | Protection Orders | Domestic Violence,P1,https://codes.ohio.gov/ohio-revised-code/section-2919.272
2921.01,Offenses against justice and public administration general definitions,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.01
2921.02,Bribery,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.02
2921.03,Intimidation,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.03
2921.04,"Intimidation of attorney, victim or witness in criminal case or delinquent child action proceeding",Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.04
2921.05,Retaliation,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.05
2921.11,Perjury,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.11
2921.12,Tampering with evidence,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.12
2921.13,Falsification - in theft offense - to purchase firearm,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.13
2921.14,Making or causing false report of child abuse or neglect,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.14
2921.15,Making false allegation of peace officer misconduct,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.15
2921.21,Compounding a crime,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.21
2921.22,Failure to report a crime or knowledge of a death or burn injury,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.22
2921.23,Failure to aid a law enforcement officer,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.23
2921.24,Disclosure of confidential information,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.24
2921.25,Peace officer's home address not to be disclosed during trial,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.25
2921.29,Failure to disclose personal information,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.29
2921.31,Obstructing official business,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.31
2921.32,Obstructing justice,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.32
2921.321,Assaulting or harassing police dog or horse or service dog,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.321
2921.33,Resisting arrest,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.33
2921.331,Failure to comply with order or signal of police officer,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.331
2921.34,Escape,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.34
2921.35,Aiding escape or resistance to lawful authority,Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.35
2921.36,"Illegal conveyance of weapons, drugs or other prohibited items onto grounds of detention facility or institution",Criminal Defense | White Collar Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2921.36
